day,DVS,LAI,TAGP,TWSO,TWLV,TWST,TWRT,TRA,RD,SM,WWLOW
2006-04-06,0.01445078031212485,0.038118432820103,24.59253730329226,0.0,12.29626865164613,12.29626865164613,24.59253730329226,0.005512043942079124,10.8,0.3,
2006-04-07,0.0289015606242497,0.04181299015180058,26.909431803667317,0.0,13.460916074691305,13.448515728976012,26.860355744765975,0.006080571371642393,11.600000000000001,0.3,
2006-04-08,0.04335234093637455,0.046033203593262434,29.483330699244014,0.0,14.761641391918765,14.72168930732525,29.3263576053469,0.006729763721706055,12.400000000000002,0.3,
2006-04-09,0.0578031212484994,0.050867614762819514,32.352402946300174,0.0,16.219211033636746,16.133191912663428,32.01689496991686,0.00747304206319654,13.200000000000003,0.3,
2006-04-10,0.07225390156062425,0.056421638277087835,35.561365479113164,0.0,17.85804193899992,17.703323540113242,34.962343311623954,0.008326277924617835,14.000000000000004,0.3,
2006-04-11,0.0867046818727491,0.06282103532658961,39.1627077346278,0.0,19.706900294315773,19.45580744031203,38.197771958421406,0.009308252767653687,14.800000000000004,0.3,
2006-04-12,0.10115546218487395,0.07021612608836336,43.21815116998313,0.0,21.799737925496295,21.41841324448684,41.763725887196905,0.010441195955852639,15.600000000000005,0.3,
2006-04-13,0.1156062424969988,0.07877727992307051,47.800385660180126,0.0,24.17669184609393,23.6236938140862,45.70713420091041,0.011750008523135376,16.400000000000006,0.3,
2006-04-14,0.13005702280912365,0.08859038950381518,52.99449498842239,0.0,26.884944929207045,26.109550059215348,50.08182635536436,0.01324686546799183,17.200000000000006,0.3,
2006-04-15,0.1445078031212485,0.0997646280273865,58.89239429603657,0.0,29.975943328343075,28.916450967693493,54.94319367406852,0.01494675308315382,18.000000000000007,0.3,
2006-04-16,0.15895858343337335,0.1122540744251822,65.59424992755253,0.0,33.506217520794785,32.08803240675774,60.34900999133867,0.01684145182165821,18.800000000000008,0.3,
2006-04-17,0.1734093637454982,0.1262135286639984,73.19793875721608,0.0,37.53189001066943,35.66604874654665,66.35070441439451,0.018951207637470085,19.60000000000001,0.3,
2006-04-18,0.18786014405762305,0.1418160106667233,81.81222476590486,0.0,42.11566224758576,39.696562518319105,73.00386573599883,0.021297911746872008,20.40000000000001,0.3,
2006-04-19,0.2023109243697479,0.15925490480116894,91.55776537922176,0.0,47.327469343788124,44.230296035433646,80.36843735078692,0.023905116998941916,21.20000000000001,0.3,
2006-04-20,0.21676170468187275,0.17874635677523876,102.56816381118782,0.0,53.24517298281749,49.32299082837032,88.50889027186291,0.026798017877241922,22.00000000000001,0.3,
2006-04-21,0.2312124849939976,0.20053195264665666,114.9910568797342,0.0,59.95528756868675,55.03576931104745,97.49436529454826,0.03000338281188622,22.80000000000001,0.3,
2006-04-22,0.24566326530612245,0.22488171315214045,129.0285943292488,0.0,67.57510331509192,61.45349101415687,107.42663043221302,0.03354942531623732,23.600000000000012,0.3,
2006-04-23,0.2601140456182473,0.2520974404691197,144.86007070263847,0.0,76.2110659796578,68.64900472298066,118.38337882876041,0.0374655981446611,24.400000000000013,0.3,
2006-04-24,0.2745648259303721,0.2825164588913074,162.69397204616516,0.0,85.9870626194992,76.70690942666596,130.4551439556066,0.04178229229574025,25.200000000000014,0.3,
2006-04-25,0.289015606242497,0.31651579578178657,182.76024061664884,0.0,97.04047311532011,85.71976750132875,143.73868345404884,0.04653042041892516,26.000000000000014,0.3,
2006-04-26,0.3034663865546219,0.3545168546242752,205.31191349786644,0.0,109.52330685399328,95.78860664387317,158.3370636579748,0.05174086226306822,26.800000000000015,0.3,
2006-04-27,0.31791716686674676,0.39699063809252455,230.62675051908468,0.0,123.60335538627801,107.02339513280668,174.35966204704775,0.05744374857871974,27.600000000000016,0.3,
2006-04-28,0.33236794717887164,0.444463585874987,259.00880284384345,0.0,139.46533370883353,119.54346913500996,191.92206236006854,0.06366755982811684,28.400000000000016,0.3,
2006-04-29,0.3468187274909965,0.4975240996114453,290.78985083470536,0.0,157.3119691264711,133.47788170823424,211.1458077731812,0.0704380177958129,29.200000000000017,0.3,
2006-04-30,0.3612695078031214,0.5568298358146846,326.33060533883975,0.0,177.36497586950009,148.96562946933963,232.15796349243544,0.07777675252585048,30.000000000000018,0.3,
2006-05-01,0.37572028811524627,0.6231158571690453,366.02151573545586,0.0,199.86582285729767,166.15569287815822,255.09041989000684,0.08569973490389389,30.80000000000002,0.3,
2006-05-02,0.39017106842737115,0.6972037432368142,410.2829565967735,0.0,225.07615834588427,185.2067982508892,280.0788401728011,0.09421547776019319,31.60000000000002,0.3,
2006-05-03,0.404621848739496,0.7800117734947595,459.5644705188754,0.0,253.27769696262132,206.28677355625405,307.26112340480563,0.10332302676107777,32.40000000000002,0.3,
2006-05-04,0.4190726290516209,0.872566308914065,514.3426304216737,0.0,284.77130290113496,229.57132752053877,336.77521818002026,0.11300978767095032,33.20000000000002,0.3,
2006-05-05,0.4335234093637458,0.9760145131522228,575.1169612498888,0.0,319.87492361135975,255.24203763852913,368.756091712266,0.12324926956893305,34.000000000000014,0.3,
2006-05-06,0.44797418967587066,1.0916385710292122,642.4032498444572,0.0,358.91995332252355,283.48329652193354,403.33164482469516,0.133998864374837,34.80000000000001,0.3,
2006-05-07,0.46242496998799554,1.2208715805183226,716.7235056455406,0.0,402.2455546247308,314.47795102080977,440.6173797075493,0.14519783047452062,35.60000000000001,0.3,
2006-05-08,0.4768757503001204,1.3653153152243018,798.5918577048096,0.0,450.19046588473094,348.40139182007874,480.70969041794547,0.15676569942141916,36.400000000000006,0.3,
2006-05-09,0.4913265306122453,1.526760077505174,888.4958382067355,0.0,503.0819057943648,385.4139324123707,523.6777715848672,0.16860137420844698,37.2,0.3,
2006-05-10,0.5057773109243702,1.7072068883065052,986.8728671659246,0.0,561.2213914462666,425.65147571965804,569.5543411992521,0.18058322688938042,38.0,0.3,
2006-05-11,0.520228091236495,1.908892288739153,1094.0823693925445,0.0,624.8676488080432,469.21472058450115,618.3256532157428,0.19257052034052308,38.8,0.3,
2006-05-12,0.5346788715486199,2.134316060802724,1210.3748470200285,0.0,694.2173345961016,516.1575124239267,669.9216224924081,0.20440645850542774,39.599999999999994,0.3,
2006-05-13,0.5491296518607448,2.3862722108381758,1335.860356942112,0.0,769.3849878610033,566.4753690811087,724.2072565590236,0.21592309470229254,40.39999999999999,0.3,
2006-05-14,0.5635804321728697,2.6678835997328014,1470.224098978894,0.6666816236427922,849.0698788099726,620.4875385452787,781.2490262250747,0.22694818310332118,41.19999999999999,0.3,
2006-05-15,0.5780312124849946,2.982640649100325,1613.0341649192344,2.4968572070717263,932.1936725573762,678.3436351547864,840.9701806637806,0.23731383552596758,41.999999999999986,0.3,
2006-05-16,0.5924819927971194,3.3344446031784054,1763.809147105836,5.613246003245594,1018.2957175546937,739.9001835478966,903.0737354907535,0.24686654901751406,42.79999999999998,0.3,
2006-05-17,0.6069327731092443,3.706290505652496,1921.8876856850538,10.122092048405204,1106.8304562390008,804.9351373976477,967.200018531614,0.2550836195094429,43.59999999999998,0.3,
2006-05-18,0.6213835534213692,4.085179579417246,2086.1858797290192,16.098686474602644,1197.0421404687038,873.0450527857126,1032.8340271737793,0.2618687940000648,44.39999999999998,0.3,
2006-05-19,0.6358343337334941,4.465572867215363,2255.555965537437,23.589957901978302,1288.1764119554284,943.7895956800298,1099.4566341596608,0.2673941542409132,45.199999999999974,0.3,
2006-05-20,0.650285114045619,4.835625345960516,2429.0121869273107,32.62423040677617,1379.602163282636,1016.7857932378988,1166.6332484564298,0.27179090369678977,45.99999999999997,0.3,
2006-05-21,0.6647358943577438,5.191823731753292,2605.727937775728,43.21614167632771,1470.8029380143141,1091.7088580850861,1234.0084466004307,0.2752951723104029,46.79999999999997,0.3,
2006-05-22,0.6791866746698687,5.526838900111294,2785.0896779295954,55.375297693530925,1561.3971636825502,1168.3172165535143,1301.3220885296737,0.2780736096674194,47.599999999999966,0.3,
2006-05-23,0.6936374549819936,5.842531818181193,2966.6375347642365,69.10847295779996,1651.099432413358,1246.4296293930781,1368.3820711273029,0.2803176775025824,48.39999999999996,0.3,
2006-05-24,0.7080882352941185,6.142402640658514,3150.0618883219076,84.42415277427718,1739.712092804893,1325.9256427427376,1435.0592882405654,0.2821694468252185,49.19999999999996,0.3,
2006-05-25,0.7225390156062433,6.425623616930846,3335.1585011324337,101.33315440810327,1827.097458203852,1406.7278885204785,1501.2679425298809,0.28371206611644834,49.99999999999996,0.3,
2006-05-26,0.7369897959183682,6.691402607586271,3521.7831850880043,119.84744033042729,1913.1522682859406,1488.7834764716365,1566.9470653074911,0.28500927804072135,50.799999999999955,0.3,
2006-05-27,0.7514405762304931,6.939376003742901,3709.832826103772,139.97997315989386,1997.796506934148,1572.05634600973,1632.0525111772088,0.2861111068571365,51.59999999999995,0.3,
2006-05-28,0.765891356542618,7.169236394321408,3899.2321572866,161.74448605281074,2080.965787593761,1656.521883640028,1696.5514784163454,0.28705579952994326,52.39999999999995,0.3,
2006-05-29,0.7803421368547429,7.380903045453175,4089.9234805508763,185.15509566861203,2162.6057280902055,1742.1626567920591,1760.4184090999756,0.2878730677045501,53.199999999999946,0.3,
2006-05-30,0.7947929171668677,7.574302337181086,4281.859804422304,210.2259577443201,2242.6683155070705,1828.9655311709134,1823.6323145671647,0.2885856379962469,53.99999999999994,0.3,
2006-05-31,0.8092436974789926,7.749493200731456,4474.999799297575,236.9709048725072,2321.109386452771,1916.9195079722967,1886.1748877197547,0.2892111875109288,54.79999999999994,0.3,
2006-06-01,0.8236944777911175,7.906623309556823,4669.304669567706,265.4031666712604,2397.8871420965947,2006.0143607998502,1948.0293690845874,0.2897634519953999,55.59999999999994,0.3,
2006-06-02,0.8381452581032424,8.04537962333959,4864.7361202497605,295.53513588061156,2472.961255612736,2096.2397287564127,2009.1798432352628,0.2902523765233245,56.399999999999935,0.3,
2006-06-03,0.8525960384153672,8.168197609762084,5061.254023684247,327.37800601179805,2546.291979489767,2187.584038182682,2069.610499191984,0.290689278452008,57.19999999999993,0.3,
2006-06-04,0.8670468187274921,8.278802143899249,5258.817935614464,360.9419713396395,2617.840775188919,2280.035189085905,2129.3061167964997,0.2910844161691558,57.99999999999993,0.3,
2006-06-05,0.881497599039617,8.37664448362718,5457.387333454855,396.2362593072122,2687.5704107385523,2373.580663409091,2188.252132974097,0.2914408706119109,58.799999999999926,0.3,
2006-06-06,0.8959483793517419,8.461309845887557,5656.919560645495,433.26874654451154,2755.4442649207167,2468.2065491802664,2246.434032931668,0.2917612882340963,59.59999999999992,0.3,
2006-06-07,0.9103991596638668,8.532208211277954,5857.369986288837,472.04592271196503,2821.426473672287,2563.8975899045845,2303.8374295872172,0.2920475876929673,60.39999999999992,0.3,
2006-06-08,0.9248499399759916,8.58392684878062,6058.691572776836,512.5727414387864,2885.481879347537,2660.6369519905124,2360.447971718448,0.2922963045532656,61.19999999999992,0.3,
2006-06-09,0.9393007202881165,8.616332369783711,6260.824334526397,554.8503399314495,2947.5728985075452,2758.4010960874025,2416.248471971514,0.29250923875179313,61.999999999999915,0.3,
2006-06-10,0.9537515006002414,8.629213641403243,6463.706651095815,598.8780872900855,3007.6634421471053,2857.1651216586242,2471.2222243902042,0.2926873606888856,62.79999999999991,0.3,
2006-06-11,0.9682022809123663,8.620980315265095,6667.275196283837,644.65351720669,3065.718967376673,2956.902711700475,2525.3530039111556,0.29282955588261333,63.59999999999991,0.3,
2006-06-12,0.9826530612244911,8.59808595268904,6871.461972476872,692.1715842164729,3121.7057392787974,3057.5846489816017,2578.624312047004,0.2929421006869738,64.3999999999999,0.3,
2006-06-13,0.997103841536616,8.566481611464438,7076.212393683936,741.4288672242506,3175.5957957921473,3159.1877306675383,2631.0240827387097,0.2930305842409433,65.1999999999999,0.3,
2006-06-14,1.0,8.52692272465673,7281.484531093302,792.4238034037361,3227.3661675864873,3261.694560103079,2682.5442124980873,0.2930953215818079,65.9999999999999,0.3,
2006-06-15,1.0089100666173205,8.486532160852729,7486.643691032064,843.7135933884267,3278.655957571178,3364.27414007246,2733.834002482778,0.2931434906526617,66.7999999999999,0.3,
2006-06-16,1.017820133234641,8.441005335528313,7693.498121600763,899.6663005704477,3328.4343241190745,3465.39749691124,2782.699508042105,0.2931702302946834,67.5999999999999,0.3,
2006-06-17,1.0267301998519616,8.390320194469627,7902.003643673498,960.3385523106689,3376.6593286445896,3565.0057627182396,2829.146772773547,0.29317504126096544,68.39999999999989,0.3,
2006-06-18,1.035640266469282,8.334459921427317,8112.115400630701,1025.784048835809,3423.2901221664415,3663.04122962845,2873.1829312969044,0.29315734063111754,69.19999999999989,0.3,
2006-06-19,1.0445503330866026,8.273412915261476,8323.787889495934,1096.0535180390757,3468.286977280008,3759.4473941768506,2914.8161977414106,0.29311645216222487,69.99999999999989,0.3,
2006-06-20,1.0534603997039231,8.207172759344289,8536.974989365628,1171.1946725171103,3511.6113181230216,3854.168998725495,2954.055852699404,0.29305159511220225,70.79999999999988,0.3,
2006-06-21,1.0623704663212437,8.135738182652407,8751.629985365074,1251.2521678514938,3553.22574814408,3947.152069369501,2990.912228608852,0.29296187130270823,71.59999999999988,0.3,
2006-06-22,1.0712805329385642,8.059113012105106,8967.705585875077,1336.2675606972332,3593.094075508907,4038.343949668938,3025.396693579468,0.29284625015060173,72.39999999999988,0.3,
2006-06-23,1.0801905995558847,7.977306115907201,9185.153930188,1426.2792646747005,3631.1813360244423,4127.693329488857,3057.5216337510906,0.292703551352343,73.19999999999987,0.3,
2006-06-24,1.0891006661732052,7.891689108412999,9403.926583056706,1521.3225013518145,3667.453813531647,4215.150268173244,3087.3004343733573,0.29253453723548617,73.99999999999987,0.3,
2006-06-25,1.0980107327905257,7.805936169281528,9623.976093019382,1621.4299620786364,3701.879305197116,4300.66682574363,3114.747657159511,0.292344008603022,74.79999999999987,0.3,
2006-06-26,1.1069207994078463,7.71982181068507,9845.258709442438,1726.6331803800852,3734.42748434398,4384.198044718372,3139.8792631315823,0.2921311907691498,75.59999999999987,0.3,
2006-06-27,1.1158308660251668,7.633144056193418,10067.729872630978,1836.960598787839,3765.0691407971376,4465.7001330460025,3162.7119493351806,0.2918952447212988,76.39999999999986,0.3,
2006-06-28,1.1247409326424873,7.545721404830354,10291.34420046772,1952.4374956196436,3793.776209444909,4545.130495403166,3183.263150453866,0.2916352597109375,77.19999999999986,0.3,
2006-06-29,1.1336509992598078,7.457390182932997,10516.055463916087,2073.0859044107247,3820.521798100289,4622.447761405074,3201.551040083156,0.2913502447983584,77.99999999999986,0.3,
2006-06-30,1.1425610658771284,7.3680022274483745,10741.81655007941,2198.924523898883,3845.280215143426,4697.611811037101,3217.594532228328,0.2910391192513494,78.79999999999986,0.3,
2006-07-01,1.1514711324944489,7.277422853944525,10968.579411269815,2329.968616139582,3868.0269974887433,4770.583797641489,3231.4132836248846,0.2907007016721981,79.59999999999985,0.3,
2006-07-02,1.1603811991117694,7.185529070534621,11196.29499827383,2466.2298899458997,3888.738939497104,4841.326168830826,3243.0276975290617,0.2903336977002644,80.39999999999985,0.3,
2006-07-03,1.16929126572909,7.092208005486929,11424.913175701575,2607.7163664024365,3907.3941235477005,4909.802685751437,3252.45892968908,0.289936686107802,81.19999999999985,0.3,
2006-07-04,1.1782013323464104,6.997355521815587,11654.382616967661,2754.4322226825498,3923.9719530982356,4975.978441186877,3259.728897287348,0.2895081030742249,81.99999999999984,0.3,
2006-07-05,1.187111398963731,6.900874996850632,11884.650676068155,2906.3776097932914,3938.4531891984025,5039.819877076461,3264.8602917412163,0.28904622438799926,82.79999999999984,0.3,
2006-07-06,1.1960214655810515,6.8026762488597265,12115.663232882082,3063.5484391691507,3950.8199915840596,5101.294802128872,3267.8765963672886,0.2885491452852003,83.59999999999984,0.3,
2006-07-07,1.204931532198372,6.702674596393147,12347.36450823051,3225.9361322190925,3961.0559656718287,5160.372410339589,3268.802110054235,0.2880147575889761,84.39999999999984,0.3,
2006-07-08,1.2138415988156925,6.605246986952218,12578.743544549594,3390.8895066956084,3970.207395018444,5217.646642835542,3268.802110054235,0.28745563451273143,84.39999999999984,0.3,
2006-07-09,1.222751665433013,6.513650496076851,12808.99737327314,3556.253000298353,3979.127813519843,5273.616559454944,3268.802110054235,0.2868836522131311,84.39999999999984,0.3,
2006-07-10,1.2316617320503336,6.427352010908028,13038.101845154106,3721.9972938708734,3987.8181280047693,5328.286423278464,3268.802110054235,0.28629913527879464,84.39999999999984,0.3,
2006-07-11,1.240571798667654,6.345878037086731,13266.032366942814,3888.0923632676995,3996.279287502957,5381.660716172158,3268.802110054235,0.28570232587899136,84.39999999999984,0.3,
2006-07-12,1.2494818652849746,6.268806719863043,13492.763992964343,4054.507537219027,4004.512288009042,5433.744167736272,3268.802110054235,0.28509339293335534,84.39999999999984,0.3,
2006-07-13,1.2583919319022951,6.19576111834097,13718.271492049844,4221.211539386847,4012.518176000599,5484.541776662397,3268.802110054235,0.28447244047575715,84.39999999999984,0.3,
2006-07-14,1.2673019985196157,6.126403508125575,13942.529394743411,4388.172517498111,4020.298051000829,5534.058826244472,3268.802110054235,0.28383951522105766,84.39999999999984,0.3,
2006-07-15,1.2762120651369362,6.06043053273653,14165.51202479026,4555.358061935239,4027.8530674174926,5582.300895437527,3268.802110054235,0.2831946133636191,84.39999999999984,0.3,
2006-07-16,1.2851221317542567,5.997569059283142,14387.193518140102,4722.73521572912,4035.184435841411,5629.273866569572,3268.802110054235,0.2825376866492537,84.39999999999984,0.3,
2006-07-17,1.2940321983715772,5.937572621456417,14607.547832058175,4890.270477531196,4042.2934239488654,5674.983930578114,3268.802110054235,0.28186864776975035,84.39999999999984,0.3,
2006-07-18,1.3029422649888978,5.880218354659602,14826.548746408178,5057.92979883253,4049.1813571208913,5719.437590454757,3268.802110054235,0.2811873751327377,84.39999999999984,0.3,
2006-07-19,1.3118523316062183,5.825304345396795,15044.1698587403,5225.678576441399,4055.8496188675513,5762.641663431352,3268.802110054235,0.28049371706058024,84.39999999999984,0.3,
2006-07-20,1.3207623982235388,5.77264733086862,15260.384574467065,5393.481641019264,4062.299651125566,5804.603282322236,3268.802110054235,0.2797874954710815,84.39999999999984,0.3,
2006-07-21,1.3296724648408593,5.722080695843051,15475.16609312635,5561.303242300813,4068.5329544821743,5845.329896343363,3268.802110054235,0.279068509090639,84.39999999999984,0.3,
2006-07-22,1.3385825314581798,5.673452722857333,15688.48739150247,5729.107031480825,4074.551088365993,5884.829271655651,3268.802110054235,0.27833653624759214,84.39999999999984,0.3,
2006-07-23,1.3474925980755004,5.626625059109273,15900.321204192149,5896.856041133346,4080.355671236219,5923.109491822584,3268.802110054235,0.2775913372901821,84.39999999999984,0.3,
2006-07-24,1.356402664692821,5.581471369357881,16110.64000205427,6064.512662932288,4085.9483807942675,5960.178958327714,3268.802110054235,0.27683265667001206,84.39999999999984,0.3,
2006-07-25,1.3653127313101414,5.537876149043256,16319.415968863163,6232.038623363216,4091.330954236375,5996.046391263572,3268.802110054235,0.27606022472834435,84.39999999999984,0.3,
2006-07-26,1.374222797927462,5.4957336758639395,16526.620976389186,6399.3949575502575,4096.505188561483,6030.720830277445,3268.802110054235,0.27527375921908953,84.39999999999984,0.3,
2006-07-27,1.3831328645447825,5.454947081382845,16732.22655805253,6566.541981267123,4101.472940945572,6064.211635839836,3268.802110054235,0.27447296659902043,84.39999999999984,0.3,
2006-07-28,1.392042931162103,5.415427527001293,16936.20388123289,6733.439261154747,4106.236129191314,6096.528490886828,3268.802110054235,0.2736575431126167,84.39999999999984,0.3,
2006-07-29,1.4009529977794235,5.377093470949353,17138.523718265373,6900.045583128151,4110.7967322602535,6127.68140287697,3268.802110054235,0.2728271756960344,84.39999999999984,0.3,
2006-07-30,1.409863064396744,5.33987001487306,17339.15641610972,7066.318918920231,4115.156790893628,6157.68070629586,3268.802110054235,0.2719815427220278,84.39999999999984,0.3,
2006-07-31,1.4187731310140645,5.303688320222293,17538.071864642734,7232.216390678895,4119.318408327223,6186.537065636618,3268.802110054235,0.2711203146052009,84.39999999999984,0.3,
2006-08-01,1.427683197631385,5.268485086011441,17735.239463492046,7397.69423350519,4123.283751105305,6214.261478881551,3268.802110054235,0.27024315428475476,84.39999999999984,0.3,
2006-08-02,1.4365932642487056,5.233366748130961,17930.531863041455,7564.240632629438,4126.856161295927,6239.435069116092,3268.802110054235,0.26934361196052414,84.39999999999984,0.3,
2006-08-03,1.4455033308660261,5.198205276816178,18123.90380211803,7732.02084759273,4130.0105619255955,6261.872392599705,3268.802110054235,0.26842044790850544,84.39999999999984,0.3,
2006-08-04,1.4544133974833466,5.163014355035669,18315.324911020572,7900.95103886267,4132.754122798073,6281.619749359829,3268.802110054235,0.2674734170391699,84.39999999999984,0.3,
2006-08-05,1.4633234641006672,5.127807674829694,18504.764219465196,8070.94547499028,4135.094186695748,6298.724557779168,3268.802110054235,0.2665022711127615,84.39999999999984,0.3,
2006-08-06,1.4722335307179877,5.0925989843124615,18692.19012474543,8241.916467890578,4137.0382738060325,6313.235383048816,3268.802110054235,0.26550675925350453,84.39999999999984,0.3,
2006-08-07,1.4811435973353082,5.057402133828914,18877.570358208322,8413.774304197897,4138.594086448826,6325.2019675616,3268.802110054235,0.26448662849469456,84.39999999999984,0.3,
2006-08-08,1.4900536639526287,5.022231121503654,19060.871949824395,8586.427172336555,4139.769514123659,6334.675263364181,3268.802110054235,0.2634416243558067,84.39999999999984,0.3,
2006-08-09,1.4989637305699492,4.987100138417622,19242.06119059962,8759.781084896242,4140.572638898031,6341.7074668053465,3268.802110054235,0.2623714914526151,84.39999999999984,0.3,
2006-08-10,1.5078737971872698,4.952023613648736,19421.103592545027,8933.739795843407,4141.011741161869,6346.352055539751,3268.802110054235,0.2612759741411665,84.39999999999984,0.3,
2006-08-11,1.5167838638045903,4.917011673953551,19595.653156052347,9105.925317427504,4141.094214000289,6348.633624624555,3268.802110054235,0.2601547776733396,84.39999999999984,0.3,
2006-08-12,1.5256939304219108,4.8831944956586915,19765.923652277335,9274.55086328306,4141.094214000289,6350.278574993988,3268.802110054235,0.25901742587931503,84.39999999999984,0.3,
2006-08-13,1.5346039970392313,4.850848416910217,19932.022799962746,9439.11935691496,4141.094214000289,6351.809229047496,3268.802110054235,0.2578664888573818,84.39999999999984,0.3,
2006-08-14,1.5435140636565519,4.819893391688721,20093.9035686859,9599.580463648605,4141.094214000288,6353.228891037009,3268.802110054235,0.25670144084492713,84.39999999999984,0.3,
2006-08-15,1.5524241302738724,4.7902549011350475,20251.520712857717,9755.885555928857,4141.094214000288,6354.54094292857,3268.8021100542346,0.2555217297448862,84.39999999999984,0.3,
2006-08-16,1.561334196891193,4.761863483035237,20404.83079053309,9907.98773516286,4141.094214000288,6355.748841369944,3268.802110054235,0.2543267781834458,84.39999999999984,0.3,
2006-08-17,1.5702442635085134,4.73465430879331,20553.79217335244,10055.84184480176,4141.094214000288,6356.856114550395,3268.802110054235,0.2531159844060524,84.39999999999984,0.3,
2006-08-18,1.579154330125834,4.7085668023787965,20698.365046805793,10199.404473834802,4141.094214000288,6357.866358970703,3268.802110054235,0.2518887230256465,84.39999999999984,0.3,
2006-08-19,1.5880643967431545,4.683544296456683,20838.511400169926,10338.633950024616,4141.094214000288,6358.78323614502,3268.8021100542355,0.2506443456358065,84.39999999999984,0.3,
2006-08-20,1.596974463360475,4.659533721523844,20974.19500565086,10473.490322391233,4141.094214000288,6359.610469259339,3268.802110054235,0.24938218130035747,84.39999999999984,0.3,
2006-08-21,1.6058845299777955,4.636485324404425,21105.38138646017,10603.935332646002,4141.094214000288,6360.351839813878,3268.8021100542346,0.24810153692996054,84.39999999999984,0.3,
